"10104る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/04/02,"4,412,958","241,356,540",54.90,54.90,54.50,54.70,-0.20,893
 101/04/03,"9,361,989","509,304,232",54.85,54.90,54.10,54.25,-0.45,"1,851"
 101/04/05,"14,638,663","781,567,154",53.45,53.80,53.05,53.65,-0.60,"2,882"
 101/04/06,"15,954,729","856,067,866",53.60,53.85,53.40,53.75,+0.10,"2,175"
 101/04/09,"18,841,697","1,001,375,939",53.00,53.50,52.70,53.10,-0.65,"2,422"
 101/04/10,"6,629,891","353,297,656",53.55,53.60,52.90,53.10,0.00,"1,393"
 101/04/11,"12,285,576","652,939,304",52.70,53.45,52.70,53.30,+0.20,"1,502"
 101/04/12,"9,449,544","502,034,848",53.05,53.40,52.85,53.35,+0.05,"1,141"
 101/04/13,"8,534,831","459,862,540",53.80,54.05,53.65,53.95,+0.60,"1,702"
 101/04/16,"5,518,938","296,281,102",53.45,53.80,53.45,53.80,-0.15,"1,055"
 101/04/17,"21,792,243","1,160,267,792",53.90,53.90,52.90,52.90,-0.90,"2,871"
 101/04/18,"11,436,286","607,456,858",53.50,53.50,52.95,53.00,+0.10,"1,335"
 101/04/19,"9,678,682","511,701,826",53.05,53.20,52.50,53.05,+0.05,"1,843"
 101/04/20,"15,623,013","820,874,795",52.90,52.95,52.30,52.35,-0.70,"2,520"
 101/04/23,"18,551,636","966,264,010",52.30,52.40,51.85,52.30,-0.05,"2,461"
 101/04/24,"6,802,543","355,503,105",52.25,52.65,52.05,52.40,+0.10,"1,157"
 101/04/25,"3,254,707","171,342,949",52.60,52.80,52.45,52.70,+0.30,823
 101/04/26,"5,918,302","310,769,467",52.80,52.85,52.20,52.30,-0.40,"1,176"
 101/04/27,"12,943,419","678,336,494",52.60,53.05,52.10,52.20,-0.10,"1,786"
 101/04/30,"12,293,303","637,993,243",52.10,52.10,51.65,52.05,-0.15,"1,652"
