"10009る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/09/01,"35,887,333","1,996,647,038",55.05,56.10,55.05,55.15,+0.60,"7,452"
 100/09/02,"14,570,110","801,215,449",55.15,55.30,54.65,55.15,0.00,"3,008"
 100/09/05,"20,965,276","1,125,983,079",53.95,53.95,53.40,53.60,-1.55,"5,621"
 100/09/06,"25,736,298","1,358,382,194",53.30,53.35,52.30,52.55,-1.05,"7,826"
 100/09/07,"15,671,123","834,398,468",53.35,53.60,52.90,53.55,+1.00,"3,503"
 100/09/08,"14,964,671","805,907,237",54.00,54.15,53.45,53.70,+0.15,"3,393"
 100/09/09,"21,152,336","1,147,000,559",53.55,54.75,53.55,54.15,+0.45,"4,202"
 100/09/13,"26,540,677","1,405,764,911",53.60,53.75,52.55,52.65,-1.50,"7,669"
 100/09/14,"40,373,887","2,097,392,679",53.15,53.20,51.30,51.60,-1.05,"10,867"
 100/09/15,"26,022,723","1,371,411,369",52.70,53.05,52.30,52.85,+1.25,"5,136"
 100/09/16,"32,473,140","1,752,373,946",53.50,54.15,53.50,54.10,+1.25,"7,576"
 100/09/19,"17,268,247","921,332,283",53.85,53.85,53.05,53.20,-0.90,"3,632"
 100/09/20,"18,363,876","975,272,669",53.35,53.70,52.50,53.40,+0.20,"3,904"
 100/09/21,"9,744,591","521,580,417",53.40,53.95,53.00,53.60,+0.20,"2,630"
 100/09/22,"29,986,277","1,562,675,517",52.60,52.60,51.85,52.10,-1.50,"9,539"
 100/09/23,"64,025,634","3,218,883,268",50.50,50.85,49.93,50.35,-1.75,"18,626"
 100/09/26,"42,234,917","2,104,176,241",50.25,50.30,49.30,49.32,-1.03,"12,128"
 100/09/27,"29,804,690","1,515,167,234",50.50,51.15,50.50,51.10,+1.78,"8,296"
 100/09/28,"18,621,269","951,921,671",51.20,51.30,50.90,51.15,+0.05,"4,857"
 100/09/29,"14,168,498","727,089,186",50.65,51.75,50.60,51.60,+0.45,"4,286"
 100/09/30,"11,847,360","610,860,172",51.45,51.90,51.25,51.65,+0.05,"3,030"
