"10305る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 103/05/02,"7,646,838","469,116,738",61.15,61.65,61.15,61.30,+0.30,844
 103/05/05,"6,845,893","419,278,572",61.55,61.60,61.00,61.20,-0.10,704
 103/05/06,"10,313,513","632,333,847",61.50,61.75,61.10,61.55,+0.35,"1,010"
 103/05/07,"7,877,926","483,709,781",61.50,61.60,61.20,61.40,-0.15,581
 103/05/08,"3,831,478","236,336,647",61.60,61.85,61.40,61.85,+0.45,"1,143"
 103/05/09,"3,932,389","242,254,650",61.70,61.85,61.45,61.45,-0.40,955
 103/05/12,"3,933,661","240,843,294",61.50,61.50,61.10,61.15,-0.30,820
 103/05/13,"5,610,714","345,231,830",61.60,61.75,61.35,61.45,+0.30,690
 103/05/14,"10,739,563","662,001,739",61.60,61.80,61.45,61.80,+0.35,774
 103/05/15,"8,903,574","549,372,988",61.75,61.85,61.55,61.75,-0.05,756
 103/05/16,"9,138,648","563,132,512",61.65,61.85,61.40,61.85,+0.10,784
 103/05/19,"7,165,881","443,514,372",61.85,62.00,61.80,61.85,0.00,768
 103/05/20,"9,946,886","617,828,250",61.90,62.30,61.90,62.10,+0.25,"1,113"
 103/05/21,"6,524,205","404,622,181",62.00,62.20,61.75,61.80,-0.30,747
 103/05/22,"14,665,439","914,426,214",62.00,62.65,61.95,62.65,+0.85,"1,617"
 103/05/23,"13,448,718","843,990,036",62.85,62.90,62.65,62.75,+0.10,935
 103/05/26,"8,643,880","544,729,767",62.85,63.10,62.85,63.05,+0.30,"1,125"
 103/05/27,"8,034,252","506,976,535",63.05,63.20,62.95,63.10,+0.05,946
 103/05/28,"11,647,085","739,627,943",63.15,63.80,63.15,63.70,+0.60,"1,820"
 103/05/29,"9,544,840","606,469,579",63.70,63.70,63.40,63.40,-0.30,"1,696"
 103/05/30,"6,715,690","424,930,735",63.40,63.45,63.10,63.10,-0.30,887
