"9510る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 95/10/02,"7,505,000","425,702,700",56.45,56.90,56.45,56.75,+0.40,378
 95/10/03,"3,057,050","173,847,350",56.75,56.95,56.65,56.90,+0.15,262
 95/10/04,"3,280,000","185,090,550",56.95,57.00,56.10,56.25,-0.65,602
 95/10/05,"8,985,000","512,922,300",56.65,57.30,56.60,57.25,+1.00,668
 95/10/11,"1,525,000","87,236,350",57.20,57.35,57.05,57.30,+0.05,292
 95/10/12,"1,185,100","67,570,000",57.30,57.30,56.80,57.00,-0.30,210
 95/10/13,"3,968,000","228,633,100",57.50,57.85,57.30,57.65,+0.65,721
 95/10/14,"2,997,000","172,490,150",57.75,57.75,57.35,57.50,-0.15,339
 95/10/16,"5,157,100","299,308,750",57.75,58.20,57.65,58.20,+0.70,655
 95/10/17,"3,019,000","174,572,300",58.20,58.20,57.60,57.85,-0.35,466
 95/10/18,"4,766,190","271,252,998",57.30,57.30,56.60,57.00,-0.85,790
 95/10/19,"5,257,200","298,253,350",57.00,57.05,56.50,56.70,-0.30,651
 95/10/20,"3,358,000","191,137,650",56.90,57.00,56.80,57.00,+0.30,372
 95/10/23,"1,718,000","97,594,300",57.00,57.05,56.50,57.00,0.00,355
 95/10/24,"3,987,000","228,470,650",57.35,57.65,56.45,57.50,+0.50,573
 95/10/25,"2,411,500","138,323,550",57.45,57.50,57.25,57.40,-0.10,473
 95/10/26,"4,455,030","238,964,865",53.55,53.90,53.45,53.60,X0.00,861
 95/10/27,"3,184,900","171,656,010",53.75,54.00,53.75,53.90,+0.30,536
 95/10/30,"4,226,000","224,554,150",53.40,53.40,52.90,53.15,-0.75,823
 95/10/31,"1,600,070","85,032,144",53.10,53.40,53.00,53.40,+0.25,301
