"10212る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 102/12/02,"5,600,990","321,900,939",57.60,57.70,57.35,57.45,-0.10,"1,672"
 102/12/03,"7,385,103","423,383,862",57.35,57.50,57.15,57.50,+0.05,"1,668"
 102/12/04,"7,401,796","425,548,315",57.25,57.65,57.20,57.45,-0.05,"1,972"
 102/12/05,"6,056,780","346,321,000",57.45,57.50,57.00,57.10,-0.35,"1,628"
 102/12/06,"4,023,610","230,202,816",57.05,57.40,56.90,57.15,+0.05,"1,266"
 102/12/09,"8,645,140","499,380,365",57.55,57.95,57.55,57.65,+0.50,"2,870"
 102/12/10,"6,866,804","396,596,602",57.55,57.90,57.55,57.80,+0.15,"1,562"
 102/12/11,"10,106,222","585,498,669",57.95,58.30,57.65,57.85,+0.05,"2,213"
 102/12/12,"4,216,323","241,964,618",57.60,57.60,57.20,57.40,-0.45,"1,478"
 102/12/13,"5,099,860","292,052,296",57.10,57.40,57.05,57.35,-0.05,"1,402"
 102/12/16,"6,971,824","396,351,979",57.25,57.25,56.70,56.90,-0.45,"1,845"
 102/12/17,"3,090,413","176,775,069",57.15,57.30,57.10,57.20,+0.30,907
 102/12/18,"3,488,194","198,913,319",57.20,57.20,56.85,57.00,-0.20,"1,013"
 102/12/19,"6,051,598","347,058,762",57.40,57.50,57.15,57.35,+0.35,"1,163"
 102/12/20,"4,317,836","247,994,045",57.35,57.55,57.20,57.45,+0.10,890
 102/12/23,"9,016,858","521,687,914",57.55,58.00,57.55,57.85,+0.40,"2,510"
 102/12/24,"5,052,909","292,130,170",57.85,57.90,57.70,57.80,-0.05,"1,644"
 102/12/25,"3,321,019","192,087,677",57.90,57.95,57.75,57.85,+0.05,914
 102/12/26,"3,417,207","197,708,261",57.85,57.95,57.80,57.85,0.00,636
 102/12/27,"12,606,977","732,657,190",57.80,58.40,57.80,58.30,+0.45,"3,089"
 102/12/30,"18,118,818","1,064,065,626",58.35,58.95,58.35,58.80,+0.50,"3,293"
 102/12/31,"12,256,516","722,130,011",59.05,59.05,58.70,58.70,-0.10,"2,036"
