"10008る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 100/08/01,"9,200,229","554,873,879",60.50,60.50,60.15,60.35,+0.45,"1,369"
 100/08/02,"16,233,742","966,367,270",59.90,59.90,59.40,59.55,-0.80,"3,306"
 100/08/03,"41,979,794","2,455,504,146",58.85,58.85,58.20,58.60,-0.95,"8,155"
 100/08/04,"40,427,944","2,355,742,542",58.60,58.85,57.80,57.85,-0.75,"7,316"
 100/08/05,"93,524,542","5,148,697,495",55.70,55.70,54.45,54.45,-3.40,"17,533"
 100/08/08,"88,158,917","4,704,480,968",54.30,54.65,51.40,53.50,-0.95,"13,690"
 100/08/09,"137,680,501","7,110,075,457",51.00,53.50,50.40,53.00,-0.50,"22,250"
 100/08/10,"51,751,032","2,787,726,337",53.95,54.25,53.40,54.10,+1.10,"11,360"
 100/08/11,"35,420,779","1,898,917,302",53.20,54.50,52.70,54.10,0.00,"7,525"
 100/08/12,"38,053,055","2,056,414,964",54.70,54.85,53.40,53.55,-0.55,"6,365"
 100/08/15,"13,373,403","727,558,265",54.20,54.60,54.10,54.60,+1.05,"3,732"
 100/08/16,"14,509,479","791,674,737",54.80,55.00,54.10,54.35,-0.25,"3,491"
 100/08/17,"16,712,226","903,174,445",54.35,54.50,53.80,53.95,-0.40,"3,199"
 100/08/18,"29,569,057","1,568,453,015",53.40,53.45,52.65,52.95,-1.00,"6,953"
 100/08/19,"46,326,897","2,387,285,205",51.80,51.90,51.10,51.10,-1.85,"10,323"
 100/08/22,"36,786,479","1,899,902,537",51.30,52.45,51.05,51.50,+0.40,"6,591"
 100/08/23,"25,870,622","1,358,144,498",52.10,53.35,51.75,53.30,+1.80,"5,648"
 100/08/24,"25,953,004","1,369,368,680",53.40,53.40,52.10,52.60,-0.70,"5,644"
 100/08/25,"16,449,092","870,083,609",53.20,53.30,52.35,52.35,-0.25,"4,069"
 100/08/26,"19,422,473","1,029,089,294",52.80,53.25,52.60,53.05,+0.70,"3,882"
 100/08/29,"21,399,866","1,151,626,604",53.10,54.10,53.10,53.80,+0.75,"4,993"
 100/08/30,"18,853,273","1,020,787,255",54.00,54.40,53.85,54.20,+0.40,"3,354"
 100/08/31,"17,721,803","962,971,059",54.10,54.60,53.90,54.55,+0.35,"3,878"
