"10107る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 101/07/02,"9,704,279","490,223,065",50.50,50.70,50.30,50.60,+0.40,"2,051"
 101/07/03,"17,112,185","875,605,502",50.80,51.50,50.75,51.20,+0.60,"3,842"
 101/07/04,"9,961,163","513,096,258",51.45,51.75,51.25,51.40,+0.20,"1,955"
 101/07/05,"4,998,944","256,906,705",51.45,51.65,51.25,51.30,-0.10,"1,280"
 101/07/06,"11,019,128","563,639,233",51.45,51.55,50.95,51.00,-0.30,"1,554"
 101/07/09,"5,879,989","298,939,174",50.80,51.05,50.65,50.95,-0.05,"1,268"
 101/07/10,"9,034,377","457,488,655",50.95,51.00,50.30,50.40,-0.55,"2,127"
 101/07/11,"4,163,176","209,729,714",50.30,50.55,50.15,50.55,+0.15,"1,032"
 101/07/12,"15,500,042","772,037,145",50.45,50.50,49.55,49.65,-0.90,"3,923"
 101/07/13,"7,929,169","392,375,980",49.50,49.70,49.35,49.50,-0.15,"1,917"
 101/07/16,"6,443,204","318,754,192",49.75,49.80,49.25,49.50,0.00,"1,729"
 101/07/17,"6,753,341","336,061,980",49.50,50.05,49.40,49.85,+0.35,"1,513"
 101/07/18,"8,505,798","420,343,047",49.80,49.80,49.18,49.20,-0.65,"2,579"
 101/07/19,"7,663,401","383,437,843",49.70,50.30,49.66,50.20,+1.00,"2,686"
 101/07/20,"5,701,139","285,440,454",50.15,50.25,49.95,50.15,-0.05,"1,021"
 101/07/23,"14,881,209","731,893,048",49.65,49.70,49.04,49.25,-0.90,"4,630"
 101/07/24,"22,240,566","1,089,951,176",49.20,49.20,48.89,49.12,-0.13,"3,652"
 101/07/25,"16,634,274","812,608,519",48.82,49.21,48.51,48.86,-0.26,"3,469"
 101/07/26,"8,170,426","400,096,247",49.33,49.33,48.78,48.94,+0.08,"2,070"
 101/07/27,"9,753,125","484,417,060",49.50,49.95,49.35,49.92,+0.98,"2,979"
 101/07/30,"10,029,446","504,649,636",50.00,50.55,50.00,50.25,+0.33,"2,671"
 101/07/31,"14,837,371","752,407,676",50.50,51.10,50.10,51.10,+0.85,"3,749"
