"9307る 0050 芖50 らΘユ戈癟(じ,)"
ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
 93/07/01,"3,948,000","177,103,830",44.90,45.05,44.65,44.91,+0.16,837
 93/07/02,"3,227,000","142,001,480",43.96,44.20,43.90,43.92,-0.99,819
 93/07/05,"4,476,000","194,095,550",43.60,43.68,43.28,43.40,-0.52,726
 93/07/06,"4,522,000","196,886,380",43.40,43.80,43.35,43.80,+0.40,563
 93/07/07,"2,471,000","107,693,860",43.30,43.99,43.22,43.90,+0.10,619
 93/07/08,"3,545,000","155,857,130",43.90,44.20,43.76,43.82,-0.08,613
 93/07/09,"4,329,000","190,399,330",43.85,44.40,43.71,44.35,+0.53,618
 93/07/12,"3,406,000","151,135,590",44.49,44.52,44.04,44.04,-0.31,531
 93/07/13,"1,739,000","76,181,950",43.90,43.98,43.70,43.70,-0.34,420
 93/07/14,"3,800,000","165,563,560",43.75,43.85,43.32,43.32,-0.38,573
 93/07/15,"9,665,000","412,460,110",43.30,43.30,42.40,42.60,-0.72,"1,345"
 93/07/16,"3,536,000","150,394,090",42.41,42.73,42.35,42.38,-0.22,649
 93/07/19,"6,277,000","264,920,910",42.30,42.56,41.95,42.37,-0.01,678
 93/07/20,"8,764,000","365,221,620",42.36,42.36,41.20,41.20,-1.17,"1,250"
 93/07/21,"6,458,000","270,971,490",42.00,42.18,41.65,41.99,+0.79,880
 93/07/22,"5,014,000","207,350,060",41.50,41.80,41.12,41.60,-0.39,840
 93/07/23,"4,087,000","170,598,640",41.60,42.15,41.50,41.58,-0.02,675
 93/07/26,"4,621,000","190,060,480",41.20,41.24,41.00,41.20,-0.38,735
 93/07/27,"6,242,000","257,945,080",41.19,42.00,40.90,41.86,+0.66,972
 93/07/28,"4,877,000","204,065,360",42.20,42.20,41.55,41.74,-0.12,660
 93/07/29,"2,526,000","104,894,610",41.61,41.72,41.38,41.38,-0.36,525
 93/07/30,"4,483,000","188,192,230",41.70,42.10,41.70,41.91,+0.53,710
