
"93 01る 祇︽秖舦基计菌戈"
"ら戳","秨絃计","程蔼计","程计","Μ絃计"
" 93/01/02"," 5,907.15"," 6,043.30"," 5,907.15"," 6,041.56"
" 93/01/05"," 6,080.18"," 6,137.91"," 6,061.86"," 6,125.42"
" 93/01/06"," 6,170.02"," 6,170.02"," 6,110.69"," 6,144.01"
" 93/01/07"," 6,174.95"," 6,215.45"," 6,130.35"," 6,141.25"
" 93/01/08"," 6,180.36"," 6,189.60"," 6,142.24"," 6,169.17"
" 93/01/09"," 6,241.36"," 6,257.89"," 6,207.69"," 6,226.98"
" 93/01/12"," 6,225.23"," 6,246.62"," 6,196.41"," 6,219.71"
" 93/01/13"," 6,239.16"," 6,255.94"," 6,195.64"," 6,210.22"
" 93/01/14"," 6,195.09"," 6,298.72"," 6,190.35"," 6,274.97"
" 93/01/15"," 6,297.59"," 6,306.95"," 6,253.64"," 6,264.37"
" 93/01/16"," 6,300.76"," 6,311.46"," 6,264.04"," 6,269.71"
" 93/01/27"," 6,371.50"," 6,399.82"," 6,334.82"," 6,384.63"
" 93/01/28"," 6,360.71"," 6,421.45"," 6,335.54"," 6,386.25"
" 93/01/29"," 6,348.93"," 6,379.05"," 6,303.21"," 6,312.65"
" 93/01/30"," 6,331.71"," 6,386.13"," 6,329.17"," 6,375.38"
""
