2002-01-02,TXO,2002-01-01,4900.0,Call,720.0,750.0,720.0,750.0,5.0,750.0,36.0,550.0,780.0,750.0,180.0
2002-01-02,TXO,2002-01-01,4900.0,Put,10.0,25.0,10.0,25.0,18.0,25.0,233.0,10.0,25.0,109.0,6.0
2002-01-02,TXO,2002-01-01,5000.0,Call,0.0,0.0,0.0,0.0,0.0,615.0,38.0,0.0,680.0,500.0,218.0
2002-01-02,TXO,2002-01-01,5000.0,Put,40.0,40.0,21.0,21.0,3.0,21.0,91.0,15.0,29.0,220.0,15.0
2002-01-02,TXO,2002-01-01,5100.0,Call,540.0,540.0,540.0,540.0,1.0,540.0,139.0,300.0,650.0,540.0,162.0
2002-01-02,TXO,2002-01-01,5100.0,Put,40.0,45.0,30.0,30.0,14.0,30.0,112.0,12.0,30.0,230.0,30.0
2002-01-02,TXO,2002-01-01,5200.0,Call,400.0,440.0,75.0,440.0,8.0,440.0,184.0,340.0,460.0,440.0,75.0
2002-01-02,TXO,2002-01-01,5200.0,Put,71.0,80.0,40.0,40.0,24.0,40.0,157.0,30.0,59.0,260.0,40.0
2002-01-02,TXO,2002-01-01,5300.0,Call,296.0,400.0,296.0,400.0,23.0,400.0,301.0,341.0,400.0,400.0,99.0
2002-01-02,TXO,2002-01-01,5300.0,Put,110.0,110.0,55.0,65.0,54.0,65.0,186.0,65.0,75.0,249.0,55.0
2002-01-02,TXO,2002-01-01,5400.0,Call,255.0,302.0,195.0,300.0,21.0,300.0,163.0,260.0,300.0,302.0,112.0
2002-01-02,TXO,2002-01-01,5400.0,Put,90.0,130.0,80.0,95.0,16.0,95.0,105.0,95.0,120.0,285.0,80.0
2002-01-02,TXO,2002-01-01,5500.0,Call,180.0,251.0,151.0,251.0,65.0,251.0,265.0,202.0,244.0,258.0,85.0
2002-01-02,TXO,2002-01-01,5500.0,Put,180.0,199.0,106.0,135.0,36.0,135.0,122.0,135.0,160.0,350.0,106.0
2002-01-02,TXO,2002-01-01,5600.0,Call,100.0,200.0,100.0,200.0,23.0,200.0,18.0,140.0,220.0,200.0,100.0
2002-01-02,TXO,2002-01-01,5600.0,Put,180.0,180.0,160.0,160.0,5.0,160.0,5.0,170.0,180.0,180.0,160.0
2002-01-02,TXO,2002-01-01,5700.0,Call,90.0,150.0,75.0,130.0,133.0,130.0,105.0,125.0,155.0,150.0,75.0
2002-01-02,TXO,2002-01-01,5700.0,Put,210.0,301.0,200.0,200.0,15.0,200.0,12.0,201.0,295.0,301.0,200.0
2002-01-02,TXO,2002-02-01,4900.0,Call,730.0,730.0,730.0,730.0,5.0,730.0,18.0,0.0,0.0,730.0,205.0
2002-01-02,TXO,2002-02-01,4900.0,Put,0.0,0.0,0.0,0.0,0.0,62.0,6.0,20.0,0.0,155.0,145.0
2002-01-02,TXO,2002-02-01,5000.0,Call,650.0,650.0,650.0,650.0,5.0,650.0,10.0,0.0,0.0,700.0,300.0
2002-01-02,TXO,2002-02-01,5000.0,Put,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,225.0,225.0
2002-01-02,TXO,2002-02-01,5100.0,Call,0.0,0.0,0.0,0.0,0.0,625.0,67.0,0.0,0.0,620.0,250.0
2002-01-02,TXO,2002-02-01,5100.0,Put,0.0,0.0,0.0,0.0,0.0,106.0,1.0,0.0,0.0,320.0,320.0
2002-01-02,TXO,2002-02-01,5200.0,Call,0.0,0.0,0.0,0.0,0.0,555.0,141.0,380.0,550.0,480.0,159.0
2002-01-02,TXO,2002-02-01,5200.0,Put,0.0,0.0,0.0,0.0,0.0,135.0,10.0,61.0,0.0,300.0,300.0
2002-01-02,TXO,2002-02-01,5300.0,Call,0.0,0.0,0.0,0.0,0.0,490.0,57.0,220.0,520.0,465.0,190.0
2002-01-02,TXO,2002-02-01,5300.0,Put,0.0,0.0,0.0,0.0,0.0,168.0,0.0,45.0,0.0,0.0,0.0
2002-01-02,TXO,2002-02-01,5400.0,Call,0.0,0.0,0.0,0.0,0.0,429.0,1.0,97.0,0.0,230.0,230.0
2002-01-02,TXO,2002-02-01,5400.0,Put,0.0,0.0,0.0,0.0,0.0,207.0,0.0,85.0,0.0,0.0,0.0
2002-01-02,TXO,2002-02-01,5500.0,Call,0.0,0.0,0.0,0.0,0.0,374.0,0.0,100.0,0.0,0.0,0.0
2002-01-02,TXO,2002-02-01,5500.0,Put,135.0,135.0,135.0,135.0,1.0,135.0,11.0,90.0,0.0,350.0,135.0
2002-01-02,TXO,2002-02-01,5600.0,Call,0.0,0.0,0.0,0.0,0.0,323.0,0.0,61.0,0.0,0.0,0.0
