ユら戳 ,,ユ澄る,秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,*Θユ秖,挡衡基,*ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基
2000/7/3,TX ,200007,8272,8349,8140,8300,《50,《0.61%,4640,8300,5709,8300,8305,9325,8101
2000/7/3,TX ,200008,8321,8394,8153,8350,《5,《0.06%,114,8350,170,8321,8359,8960,8152
2000/7/3,TX ,200009,8350,8350,8262,8272,】-98,】-1.17%,12,8272,129,8160,8346,10595,7600
2000/7/3,TX ,200012,8397,8403,8391,8403,】-20,】-0.24%,5,8425,56,8350,8597,10450,8350
2000/7/3,TX ,200103,8403,8403,8403,8403,】-25,】-0.30%,1,8403,10,8397,8700,9500,8403
2000/7/3,TF ,200007,838,887.8,830,887,《51,《6.10%,1130,887,1197,887,887.4,990,813.2
2000/7/3,TF ,200008,848,891,848,891,《48,《5.69%,58,891,55,889,892,896,832
2000/7/3,TF ,200009,869,895,869,890,《43,《5.08%,18,890,145,888,895.8,999,832
2000/7/3,TF ,200012,874,906,874,906,《58,《6.84%,16,906,63,890,0,970,848
2000/7/3,TF ,200103,-,-,-,-,-,-,-,943,3,-,-,-,-
2000/7/3,TE ,200007,465.5,465.7,446.1,456.55,】-8.6,】-1.85%,1526,456.55,1224,456.55,456.9,512,446.1
2000/7/3,TE ,200008,460,464.4,445,459.5,】-5.5,】-1.18%,18,459.5,54,456,463.75,504,445
2000/7/3,TE ,200009,458,461,450,461,】-11.45,】-2.42%,4,463.85,42,455,469.85,535,373
2000/7/3,TE ,200012,-,-,-,-,-,-,-,464.9,5,-,-,-,-
2000/7/3,TE ,200103,468,468,468,468,】-13.5,】-2.80%,1,468,4,466,499,535,468
2000/7/4,TX ,200007,8300,8315,8066,8066,】-234,】-2.82%,4511,8066,5574,8063,8066,9325,8066
2000/7/4,TX ,200008,8340,8340,8120,8125,】-225,】-2.69%,142,8125,200,8107,8125,8960,8120
2000/7/4,TX ,200009,8301,8400,8101,8101,】-171,】-2.07%,15,8101,132,8100,8188,10595,7600
2000/7/4,TX ,200012,8410,8410,8207,8207,】-218,】-2.59%,3,8207,59,8200,8327,10450,8207
2000/7/4,TX ,200103,8401,8401,8401,8401,】-2,】-0.02%,1,8350,9,8001,8600,9500,8401
2000/7/4,TF ,200007,888,890,855,855,】-32,】-3.61%,975,855,1147,855,855.2,990,813.2
2000/7/4,TF ,200008,883,884,864.2,864.2,】-26.8,】-3.01%,22,864.2,61,860,872,896,832
2000/7/4,TF ,200009,890,890,870,870,】-20,】-2.25%,12,870,149,866,873,999,832
2000/7/4,TF ,200012,899.8,899.8,876,876,】-30,】-3.31%,3,874,63,875,883,970,848
2000/7/4,TF ,200103,-,-,-,-,-,-,-,911,3,-,-,-,-
2000/7/4,TE ,200007,459,460,440,441,】-15.55,】-3.41%,1592,441,1164,441,441.2,512,440
2000/7/4,TE ,200008,459,459,443,443,】-16.5,】-3.59%,28,443,65,440.1,448,504,443
2000/7/4,TE ,200009,453,453,445,445,】-18.85,】-4.06%,10,445,38,444,448,535,373
2000/7/4,TE ,200012,-,-,-,-,-,-,-,449.35,5,-,-,-,-
