
"96 12る 祇︽秖舦基计菌戈"
"ら戳","秨絃计","程蔼计","程计","Μ絃计"
" 96/12/03"," 8,623.12"," 8,645.62"," 8,565.08"," 8,583.84"
" 96/12/04"," 8,557.32"," 8,656.89"," 8,557.00"," 8,651.28"
" 96/12/05"," 8,626.52"," 8,705.87"," 8,601.13"," 8,676.95"
" 96/12/06"," 8,784.69"," 8,797.61"," 8,654.86"," 8,694.41"
" 96/12/07"," 8,774.57"," 8,804.93"," 8,722.38"," 8,722.38"
" 96/12/10"," 8,700.48"," 8,706.58"," 8,594.95"," 8,598.03"
" 96/12/11"," 8,648.88"," 8,659.36"," 8,569.54"," 8,638.33"
" 96/12/12"," 8,495.59"," 8,554.12"," 8,451.65"," 8,490.84"
" 96/12/13"," 8,485.56"," 8,522.14"," 8,187.95"," 8,187.95"
" 96/12/14"," 8,186.25"," 8,202.94"," 7,922.66"," 8,118.08"
" 96/12/17"," 8,041.60"," 8,092.96"," 7,830.85"," 7,830.85"
" 96/12/18"," 7,730.79"," 7,913.88"," 7,664.62"," 7,807.39"
" 96/12/19"," 7,881.01"," 8,020.39"," 7,865.48"," 8,014.31"
" 96/12/20"," 8,044.17"," 8,048.00"," 7,840.71"," 7,857.08"
" 96/12/21"," 7,903.14"," 8,006.56"," 7,810.27"," 7,941.44"
" 96/12/24"," 8,074.44"," 8,135.48"," 8,061.31"," 8,135.48"
" 96/12/25"," 8,166.18"," 8,181.61"," 8,119.85"," 8,167.07"
" 96/12/26"," 8,125.45"," 8,173.90"," 8,071.63"," 8,156.39"
" 96/12/27"," 8,169.19"," 8,355.28"," 8,169.19"," 8,313.72"
" 96/12/28"," 8,269.32"," 8,460.18"," 8,269.32"," 8,396.95"
" 96/12/31"," 8,450.32"," 8,506.28"," 8,414.79"," 8,506.28"
""
