交易日期 ,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
2003/1/2,TXO,200303  ,5600,買權,0,0,0,0,0,13.5,0,1,0,3.1,0.1
2003/1/2,TXO,200303  ,5600,賣權,0,0,0,0,0,1060,0,0,0,0,0
2003/1/2,TXO,200303  ,5700,買權,2.5,2.5,2.5,2.5,1,9.8,66,1,0,339,2.5
2003/1/2,TXO,200303  ,5700,賣權,1240,1240,1230,1230,22,1150,83,0,0,1610,960
2003/1/2,TXO,200306  ,3600,買權,0,0,0,0,0,995,20,0,0,1040,885
2003/1/2,TXO,200306  ,3600,賣權,0,0,0,0,0,36.5,6,0,85,103,50
2003/1/2,TXO,200306  ,3800,買權,0,0,0,0,0,825,0,420,0,0,0
2003/1/2,TXO,200306  ,3800,賣權,0,0,0,0,0,67,2,0,0,95,60
2003/1/2,TXO,200306  ,4000,買權,0,0,0,0,0,675,0,260,0,0,0
2003/1/2,TXO,200306  ,4000,賣權,0,0,0,0,0,112,10,0,0,154,154
2003/1/2,TXO,200306  ,4200,買權,0,0,0,0,0,540,0,125,0,0,0
2003/1/2,TXO,200306  ,4200,賣權,0,0,0,0,0,174,0,0,0,0,0
2003/1/2,TXO,200306  ,4400,買權,0,0,0,0,0,424,2,170,500,500,250
2003/1/2,TXO,200306  ,4400,賣權,230,273,230,273,4,273,73,230,280,290,220
2003/1/2,TXO,200306  ,4600,買權,0,0,0,0,0,326,12,210,256,272,181
2003/1/2,TXO,200306  ,4600,賣權,360,404,360,400,12,355,72,330,420,420,330
2003/1/2,TXO,200306  ,4800,買權,0,0,0,0,0,246,4,110,0,191,120
2003/1/2,TXO,200306  ,4800,賣權,0,0,0,0,0,473,0,0,0,0,0
2003/1/2,TXO,200306  ,5000,買權,89,89,89,89,10,182,12,50,130,100,0.2
2003/1/2,TXO,200306  ,5000,賣權,0,0,0,0,0,605,0,0,0,0,0
2003/1/2,TXO,200306  ,5200,買權,0,0,0,0,0,132,19,6,99,100,50
2003/1/2,TXO,200306  ,5200,賣權,0,0,0,0,0,755,0,0,0,0,0
2003/1/2,TXO,200309  ,4100,買權,0,0,0,0,0,685,0,0,0,0,0
2003/1/2,TXO,200309  ,4100,賣權,0,0,0,0,0,201,0,0,0,0,0
2003/1/2,TXO,200309  ,4300,買權,366,366,366,366,10,565,10,335,0,366,366
2003/1/2,TXO,200309  ,4300,賣權,0,0,0,0,0,278,54,250,360,349,250
2003/1/2,TXO,200309  ,4500,買權,0,0,0,0,0,465,0,0,0,0,0
2003/1/2,TXO,200309  ,4500,賣權,0,0,0,0,0,371,0,330,0,0,0
2003/1/2,TXO,200309  ,4700,買權,0,0,0,0,0,376,0,10,0,0,0
2003/1/2,TXO,200309  ,4700,賣權,0,0,0,0,0,479,0,0,0,0,0
2003/1/2,TXO,200309  ,4900,買權,0,0,0,0,0,301,0,2,0,0,0
2003/1/2,TXO,200309  ,4900,賣權,0,0,0,0,0,600,0,0,0,0,0
2003/1/3,TXO,200301  ,3900,買權,655,655,655,655,11,725,12,456,785,910,500
2003/1/3,TXO,200301  ,3900,賣權,3.5,3.5,2.5,3.5,12,0.1,145,0,3.9,183,0.4
2003/1/3,TXO,200301  ,4000,買權,0,0,0,0,0,625,20,520,685,740,466
2003/1/3,TXO,200301  ,4000,賣權,0,0,0,0,0,0.1,381,1,5,138,2
2003/1/3,TXO,200301  ,4100,買權,0,0,0,0,0,530,1,262,585,498,339
2003/1/3,TXO,200301  ,4100,賣權,3,3,2.3,2.3,7,0.8,1081,1.5,2.3,166,2
2003/1/3,TXO,200301  ,4200,買權,350,380,310,380,11,432,50,325,399,470,100
2003/1/3,TXO,200301  ,4200,賣權,7,7,1,5,161,3.2,2836,3.5,5,154,1
2003/1/3,TXO,200301  ,4300,買權,210,299,210,270,318,287,1204,260,280,371,120
2003/1/3,TXO,200301  ,4300,賣權,15,15,7.8,8.4,3526,8.4,6980,8.5,10,196,7.8
2003/1/3,TXO,200301  ,4400,買權,141,209,141,184,760,213,2817,185,190,400,51
2003/1/3,TXO,200301  ,4400,賣權,35,36,15,19,1838,19,7436,18,19,348,15
2003/1/3,TXO,200301  ,4500,買權,72,132,70,112,2817,148,4296,112,115,410,30
2003/1/3,TXO,200301  ,4500,賣權,71,72,37,42,2319,42,6169,42,43,356,37
2003/1/3,TXO,200301  ,4600,買權,45,74,45,59,3409,95,5049,59,60,358,12
2003/1/3,TXO,200301  ,4600,賣權,135,135,79,93,1374,93,2158,90,94,240,79
2003/1/3,TXO,200301  ,4700,買權,13.5,35,13.5,26,2926,57,6623,25.5,26,307,6.6
2003/1/3,TXO,200301  ,4700,賣權,190,207,140,150,444,150,898,149,159,411,130
2003/1/3,TXO,200301  ,4800,買權,8,17.5,7,13,1993,30.5,7462,13,14,256,4
2003/1/3,TXO,200301  ,4800,賣權,300,355,222,241,169,206,331,220,250,409,79
2003/1/3,TXO,200301  ,4900,買權,5,10.5,4.5,7.5,1208,15,5332,7,7.2,200,2
2003/1/3,TXO,200301  ,4900,賣權,323,372,320,320,35,287,211,310,360,490,210
2003/1/3,TXO,200301  ,5000,買權,2.8,5,2,4,229,6.8,3781,4,5,177,1
2003/1/3,TXO,200301  ,5000,賣權,450,450,400,450,51,378,59,410,470,745,93
2003/1/3,TXO,200301  ,5100,買權,1.2,3.5,1.2,2,770,2.8,4200,1.7,2.9,118,0.5
2003/1/3,TXO,200301  ,5100,賣權,0,0,0,0,0,473,8,473,700,770,395
2003/1/3,TXO,200302  ,4200,買權,0,0,0,0,0,475,35,306,419,283,250
2003/1/3,TXO,200302  ,4200,賣權,20,26,18,22,131,32,939,18,22.5,49,18
2003/1/3,TXO,200302  ,4300,買權,230,328,230,328,3,396,60,230,369,350,151
2003/1/3,TXO,200302  ,4300,賣權,50,50,33,39.5,780,49.5,1732,36,39,93,33
2003/1/3,TXO,200302  ,4400,買權,180,230,180,220,26,324,149,220,234,372,120
2003/1/3,TXO,200302  ,4400,賣權,75,75,59,60,168,74,528,60,67,150,59
2003/1/3,TXO,200302  ,4500,買權,115,170,115,167,50,221,469,160,176,411,35
2003/1/3,TXO,200302  ,4500,賣權,118,134,92,104,128,104,300,94,104,219,70
2003/1/3,TXO,200302  ,4600,買權,85,125,85,111,135,175,504,111,125,344,46
2003/1/3,TXO,200302  ,4600,賣權,180,180,144,144,150,144,289,131,178,250,144
2003/1/3,TXO,200302  ,4700,買權,58,92,58,78,435,135,991,72,84,140,26
2003/1/3,TXO,200302  ,4700,賣權,120,225,120,200,83,218,118,200,270,340,120
2003/1/3,TXO,200302  ,4800,買權,35,54,30.5,47,289,102,969,40,51,280,16
2003/1/3,TXO,200302  ,4800,賣權,257,258,257,257,5,279,23,258,300,353,100
2003/1/3,TXO,200302  ,4900,買權,28,32,20,31,285,75,737,29.5,31,230,6
2003/1/3,TXO,200302  ,4900,賣權,319,500,319,500,107,348,33,299,440,680,203
2003/1/3,TXO,200302  ,5000,買權,19,20,12,20,25,55,394,12.5,20,140,10
2003/1/3,TXO,200302  ,5000,賣權,400,700,390,530,108,423,2,360,520,700,390
2003/1/3,TXO,200302  ,5100,買權,10,13,9,12,15,39,180,10,13,150,8
2003/1/3,TXO,200302  ,5100,賣權,450,750,450,650,112,575,14,515,565,750,450
2003/1/3,TXO,200303  ,3500,買權,0,0,0,0,0,1140,30,0,0,1050,950
2003/1/3,TXO,200303  ,3500,賣權,2,2,2,2,1,2.2,2,1,30,168,0.1
2003/1/3,TXO,200303  ,3600,買權,0,0,0,0,0,1040,0,0,0,0,0
2003/1/3,TXO,200303  ,3600,賣權,0,0,0,0,0,4.2,0,2,0,0,0
2003/1/3,TXO,200303  ,3700,買權,0,0,0,0,0,950,30,0,0,870,805
2003/1/3,TXO,200303  ,3700,賣權,0,0,0,0,0,7.4,10,1.8,55,31.5,31.5
2003/1/3,TXO,200303  ,3800,買權,0,0,0,0,0,855,0,0,0,0,0
2003/1/3,TXO,200303  ,3800,賣權,0,0,0,0,0,12.5,0,2,33,0,0
2003/1/3,TXO,200303  ,3900,買權,0,0,0,0,0,760,99,0,0,850,660
2003/1/3,TXO,200303  ,3900,賣權,0,0,0,0,0,20,23,5,43,100,2
2003/1/3,TXO,200303  ,4000,買權,0,0,0,0,0,675,0,325,0,0,0
2003/1/3,TXO,200303  ,4000,賣權,0,0,0,0,0,31.5,10,16.5,45,131,28
2003/1/3,TXO,200303  ,4100,買權,0,0,0,0,0,590,50,225,0,650,375
2003/1/3,TXO,200303  ,4100,賣權,38,38,38,38,2,46.5,24,20,45,269,15
2003/1/3,TXO,200303  ,4200,買權,0,0,0,0,0,510,0,156,0,0,0
2003/1/3,TXO,200303  ,4200,賣權,50,50,43,46,11,57,58,40,55,90,20
2003/1/3,TXO,200303  ,4300,買權,378,378,378,378,1,438,34,220,398,845,138
2003/1/3,TXO,200303  ,4300,賣權,80,80,80,80,3,80,103,79,92,370,66
2003/1/3,TXO,200303  ,4400,買權,0,0,0,0,0,371,11,128,0,229,165
2003/1/3,TXO,200303  ,4400,賣權,0,0,0,0,0,125,133,110,146,189,120
2003/1/3,TXO,200303  ,4500,買權,210,210,210,210,1,310,64,170,250,720,108
2003/1/3,TXO,200303  ,4500,賣權,165,165,145,145,3,164,468,148,185,525,100
2003/1/3,TXO,200303  ,4600,買權,145,150,145,150,2,256,31,120,0,220,90
2003/1/3,TXO,200303  ,4600,賣權,211,211,210,210,20,209,119,200,280,295,155
2003/1/3,TXO,200303  ,4700,買權,0,0,0,0,0,209,152,100,180,655,75
2003/1/3,TXO,200303  ,4700,賣權,320,320,261,261,3,262,175,251,345,625,95
2003/1/3,TXO,200303  ,4800,買權,72,85,72,85,4,144,33,65,130,126,45
2003/1/3,TXO,200303  ,4800,賣權,0,0,0,0,0,321,10,138,0,370,370
2003/1/3,TXO,200303  ,4900,買權,50,80,50,80,36,114,229,40.5,79,710,30
2003/1/3,TXO,200303  ,4900,賣權,0,0,0,0,0,386,32,216,0,545,100
2003/1/3,TXO,200303  ,5000,買權,0,0,0,0,0,106,62,11.5,54,76,21
2003/1/3,TXO,200303  ,5000,賣權,0,0,0,0,0,457,1,310,0,560,500
2003/1/3,TXO,200303  ,5100,買權,0,0,0,0,0,82,100,3,49.5,600,2
2003/1/3,TXO,200303  ,5100,賣權,0,0,0,0,0,530,10,410,0,1070,555
2003/1/3,TXO,200303  ,5200,買權,0,0,0,0,0,63,42,10,0,35,32
2003/1/3,TXO,200303  ,5200,賣權,0,0,0,0,0,610,0,0,0,0,0
2003/1/3,TXO,200303  ,5300,買權,30,30,30,30,1,48.5,120,0,30,505,1
2003/1/3,TXO,200303  ,5300,賣權,0,0,0,0,0,695,20,0,0,1250,675
2003/1/3,TXO,200303  ,5400,買權,0,0,0,0,0,36.5,0,0,0,5,0.3
2003/1/3,TXO,200303  ,5400,賣權,0,0,0,0,0,785,0,0,0,0,0
2003/1/3,TXO,200303  ,5500,買權,0,0,0,0,0,27,105,0,52,412,5
2003/1/3,TXO,200303  ,5500,賣權,0,0,0,0,0,875,21,0,0,1110,815
2003/1/3,TXO,200303  ,5600,買權,0,0,0,0,0,20,0,0,0,3.1,0.1
2003/1/3,TXO,200303  ,5600,賣權,0,0,0,0,0,965,0,0,0,0,0
2003/1/3,TXO,200303  ,5700,買權,0,0,0,0,0,14.5,66,1.2,0,339,2.5
2003/1/3,TXO,200303  ,5700,賣權,0,0,0,0,0,1060,83,0,0,1610,960
2003/1/3,TXO,200306  ,3600,買權,0,0,0,0,0,1090,20,0,0,1040,885
2003/1/3,TXO,200306  ,3600,賣權,0,0,0,0,0,28.5,6,5,76,103,50
2003/1/3,TXO,200306  ,3800,買權,0,0,0,0,0,915,0,0,0,0,0
2003/1/3,TXO,200306  ,3800,賣權,0,0,0,0,0,53,2,0,0,95,60
2003/1/3,TXO,200306  ,4000,買權,0,0,0,0,0,755,0,0,0,0,0
2003/1/3,TXO,200306  ,4000,賣權,0,0,0,0,0,91,10,0,0,154,154
2003/1/3,TXO,200306  ,4200,買權,0,0,0,0,0,610,0,0,0,0,0
2003/1/3,TXO,200306  ,4200,賣權,0,0,0,0,0,146,0,20,0,0,0
2003/1/3,TXO,200306  ,4400,買權,0,0,0,0,0,488,2,180,0,500,250
2003/1/3,TXO,200306  ,4400,賣權,230,240,230,240,4,218,75,210,0,290,220
2003/1/3,TXO,200306  ,4600,買權,246,277,246,277,2,380,13,220,0,277,181
2003/1/3,TXO,200306  ,4600,賣權,325,340,325,340,250,308,322,300,360,420,325
2003/1/3,TXO,200306  ,4800,買權,150,200,150,200,3,291,7,148,0,200,120
2003/1/3,TXO,200306  ,4800,賣權,0,0,0,0,0,417,0,0,0,0,0
2003/1/3,TXO,200306  ,5000,買權,0,0,0,0,0,219,12,40,0,100,0.2
2003/1/3,TXO,200306  ,5000,賣權,0,0,0,0,0,540,0,0,0,0,0
2003/1/3,TXO,200306  ,5200,買權,0,0,0,0,0,162,19,20,200,100,50
2003/1/3,TXO,200306  ,5200,賣權,0,0,0,0,0,680,0,0,0,0,0
2003/1/3,TXO,200309  ,4100,買權,0,0,0,0,0,760,0,369,0,0,0
2003/1/3,TXO,200309  ,4100,賣權,0,0,0,0,0,174,0,0,0,0,0
2003/1/3,TXO,200309  ,4300,買權,0,0,0,0,0,635,10,366,0,366,366
2003/1/3,TXO,200309  ,4300,賣權,0,0,0,0,0,244,54,220,0,349,250
2003/1/3,TXO,200309  ,4500,買權,0,0,0,0,0,525,0,0,0,0,0
2003/1/3,TXO,200309  ,4500,賣權,0,0,0,0,0,330,0,305,0,0,0
2003/1/3,TXO,200309  ,4700,買權,0,0,0,0,0,429,0,0,0,0,0
2003/1/3,TXO,200309  ,4700,賣權,0,0,0,0,0,430,0,0,0,0,0
2003/1/3,TXO,200309  ,4900,買權,0,0,0,0,0,347,0,6,0,0,0
2003/1/3,TXO,200309  ,4900,賣權,0,0,0,0,0,545,0,0,0,0,0
2003/1/6,TXO,200301  ,3900,買權,0,0,0,0,0,790,12,675,770,910,500
2003/1/6,TXO,200301  ,3900,賣權,3.8,3.8,1.6,1.6,3,0.1,145,0.1,1.6,183,0.4
2003/1/6,TXO,200301  ,4000,買權,0,0,0,0,0,690,20,416,725,740,466
2003/1/6,TXO,200301  ,4000,賣權,1,1,1,1,6,0.1,385,0.1,1,138,1
2003/1/6,TXO,200301  ,4100,買權,0,0,0,0,0,590,1,350,625,498,339
2003/1/6,TXO,200301  ,4100,賣權,3,8,0.3,0.3,82,0.1,1042,0.5,3,166,0.3
2003/1/6,TXO,200301  ,4200,買權,414,455,414,448,17,491,45,396,455,470,100
2003/1/6,TXO,200301  ,4200,賣權,3.2,3.2,1.2,1.5,51,0.1,2798,1.3,3,154,1
2003/1/6,TXO,200301  ,4300,買權,275,350,255,339,131,339,1188,333,350,371,120
2003/1/6,TXO,200301  ,4300,賣權,10,10,3.5,3.6,1273,0.5,7154,3.6,4,196,3.5
2003/1/6,TXO,200301  ,4400,買權,213,257,185,239,631,250,2699,240,244,400,51
2003/1/6,TXO,200301  ,4400,賣權,23,23,7.1,8,1188,3.3,7382,7.2,8.7,348,7.1
2003/1/6,TXO,200301  ,4500,買權,110,166,110,152,1046,173,4204,150,153,410,30
2003/1/6,TXO,200301  ,4500,賣權,45,47,17.5,19,2385,12.5,7462,18,19,356,17.5
2003/1/6,TXO,200301  ,4600,買權,70,93,54,85,2326,106,5295,83,88,358,12
2003/1/6,TXO,200301  ,4600,賣權,89,93,45.5,48,1821,37,2979,48,49,240,45.5
2003/1/6,TXO,200301  ,4700,買權,28,46,25,39,3389,57,6572,38,39,307,6.6
2003/1/6,TXO,200301  ,4700,賣權,142,160,98,100,735,85,1067,98,104,411,98
2003/1/6,TXO,200301  ,4800,買權,14,19.5,11.5,15,1742,25,7689,14,16,256,4
2003/1/6,TXO,200301  ,4800,賣權,220,220,175,175,114,137,340,171,192,409,79
2003/1/6,TXO,200301  ,4900,買權,7.5,8.3,0.1,6.5,652,9,5281,6.1,7.5,200,0.1
2003/1/6,TXO,200301  ,4900,賣權,330,330,263,263,29,218,183,256,300,490,210
2003/1/6,TXO,200301  ,5000,買權,5,7,1.5,4,174,3.7,3670,3,5,177,1
2003/1/6,TXO,200301  ,5000,賣權,415,415,370,370,6,311,55,350,410,745,93
2003/1/6,TXO,200301  ,5100,買權,2,2.5,1,1,209,0.9,4090,1,2,118,0.5
2003/1/6,TXO,200301  ,5100,賣權,481,481,480,480,6,408,2,425,540,770,395
2003/1/6,TXO,200302  ,4200,買權,399,399,399,399,1,510,35,301,525,399,250
2003/1/6,TXO,200302  ,4200,賣權,22,22,12,17,57,13.5,933,12,18.5,49,12
2003/1/6,TXO,200302  ,4300,買權,0,0,0,0,0,423,60,212,374,350,151
2003/1/6,TXO,200302  ,4300,賣權,35,36,23,23.5,579,23.5,2046,23,26,93,23
2003/1/6,TXO,200302  ,4400,買權,220,290,220,290,35,341,156,258,282,372,120
2003/1/6,TXO,200302  ,4400,賣權,66,66,41,42,345,42,803,41,42,150,41
2003/1/6,TXO,200302  ,4500,買權,165,205,160,188,131,227,465,185,219,411,35
2003/1/6,TXO,200302  ,4500,賣權,104,104,70,70,138,70,372,69,73,219,70
2003/1/6,TXO,200302  ,4600,買權,129,150,115,136,94,173,521,130,145,344,46
2003/1/6,TXO,200302  ,4600,賣權,121,135,101,105,100,105,343,105,122,250,101
2003/1/6,TXO,200302  ,4700,買權,75,100,70,96,278,127,899,91,97,140,26
2003/1/6,TXO,200302  ,4700,賣權,200,220,122,135,11,135,123,125,174,340,120
2003/1/6,TXO,200302  ,4800,買權,45,66,40,58,277,91,1076,60,65,280,16
2003/1/6,TXO,200302  ,4800,賣權,260,260,206,206,52,204,62,206,298,353,100
2003/1/6,TXO,200302  ,4900,買權,35,41,30,40,844,62,1234,37,40,230,6
2003/1/6,TXO,200302  ,4900,賣權,0,0,0,0,0,270,33,251,375,680,203
2003/1/6,TXO,200302  ,5000,買權,16,23.5,16,23.5,83,41,421,20,23.5,140,10
2003/1/6,TXO,200302  ,5000,賣權,0,0,0,0,0,345,2,340,550,700,390
2003/1/6,TXO,200302  ,5100,買權,21,21,11,13.5,43,26,186,12.5,13.5,150,8
2003/1/6,TXO,200302  ,5100,賣權,0,0,0,0,0,428,14,440,640,750,450
2003/1/6,TXO,200303  ,3500,買權,0,0,0,0,0,1200,30,0,0,1050,950
2003/1/6,TXO,200303  ,3500,賣權,1.2,8,1.2,8,2,0.1,3,1.2,10,168,0.1
2003/1/6,TXO,200303  ,3600,買權,0,0,0,0,0,1100,0,0,0,0,0
2003/1/6,TXO,200303  ,3600,賣權,0,0,0,0,0,0.5,0,0.5,9.5,0,0
2003/1/6,TXO,200303  ,3700,買權,0,0,0,0,0,1000,30,0,0,870,805
2003/1/6,TXO,200303  ,3700,賣權,10,10,10,10,1,1.1,11,2.1,10,31.5,10
2003/1/6,TXO,200303  ,3800,買權,0,0,0,0,0,905,0,0,0,0,0
2003/1/6,TXO,200303  ,3800,賣權,0,0,0,0,0,2.5,0,0,20,0,0
2003/1/6,TXO,200303  ,3900,買權,0,0,0,0,0,810,99,0,0,850,660
2003/1/6,TXO,200303  ,3900,賣權,11,11,10,10,2,5.2,25,5.3,38.5,100,2
2003/1/6,TXO,200303  ,4000,買權,0,0,0,0,0,715,0,430,0,0,0
