ユら戳 ,,ユ澄る,秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,*Θユ秖,挡衡基,*ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基
2007/7/2,TX ,200707,8800,8896,8755,8895,《87,《0.99%,42687,8895,52592,8895,8896,8965,7909
2007/7/2,TX ,200708,8758,8843,8714,8840,《74,《0.84%,752,8840,2830,8838,8840,8899,8610
2007/7/2,TX ,200709,8730,8800,8670,8800,《67,《0.77%,413,8800,3915,8792,8800,8857,6808
2007/7/2,TX ,200712,8722,8820,8701,8820,《73,《0.83%,31,8820,750,8728,8820,8883,7150
2007/7/2,TX ,200803,8722,8799,8703,8795,《53,《0.61%,11,8813,90,8778,8849,8949,7654
2007/7/2,TF ,200707,1041.2,1049.6,1034,1049.6,《14.6,《1.41%,2947,1049.6,8856,1049.6,1049.8,1064,947
2007/7/2,TF ,200708,1033.8,1046,1031.4,1046,《17,《1.65%,134,1046,255,1046,1049,1058.8,1027.6
2007/7/2,TF ,200709,1031,1041,1031,1041,《10,《0.97%,9,1041,222,1041,1047.2,1079,931.8
2007/7/2,TF ,200712,1043.6,1043.6,1043.6,1043.6,《9.6,《0.93%,1,1043.6,32,1036.2,1051,1060.2,944.2
2007/7/2,TF ,200803,-,-,-,-,-,-,-,1051.4,24,-,-,-,-
2007/7/2,TE ,200707,377.7,380.95,375.55,380.95,《1.4,《0.37%,3315,380.95,7901,380.95,381,385.3,335.5
2007/7/2,TE ,200708,376.1,378.25,373.9,378.25,《2.15,《0.57%,42,378.25,112,376.3,378.25,383.45,371.5
2007/7/2,TE ,200709,374.2,377.1,374.2,377.1,《1.15,《0.31%,2,375.85,86,374.55,377.2,381.8,303
2007/7/2,TE ,200712,375.95,375.95,375.95,375.95,《2.6,《0.70%,1,375.95,13,372.5,377.75,379.9,327.95
2007/7/2,TE ,200803,376.35,376.75,376.35,376.45,】-3.25,】-0.86%,3,376.35,8,373.95,378.75,379.7,325.6
2007/7/2,T5F,200707,-,-,-,-,-,-,-,6428,3,-,-,-,-
2007/7/2,T5F,200708,-,-,-,-,-,-,-,6314,0,-,-,-,-
2007/7/2,T5F,200709,-,-,-,-,-,-,-,6379,0,-,-,-,-
2007/7/2,T5F,200712,-,-,-,-,-,-,-,6428,0,-,-,-,-
2007/7/2,T5F,200803,-,-,-,-,-,-,-,6451,0,-,-,-,-
2007/7/2,MTX,200707,8800,8896,8755,8894,《86,《0.98%,8881,8895,8801,8893,8894,8965,7910
2007/7/2,MTX,200708,8780,8841,8720,8836,《70,《0.80%,226,8840,633,8833,8839,8909,8611
2007/7/2,MTX,200709,8712,8789,8685,8789,《56,《0.64%,42,8800,608,8791,8799,8887,6772
2007/7/2,MTX,200712,8713,8810,8713,8810,《63,《0.72%,4,8820,251,8810,8870,8896,7060
2007/7/2,MTX,200803,8730,8788,8730,8788,《46,《0.53%,8,8813,62,8794,8889,9432,7650
2007/7/2,MSF,200707,347.6,351.5,347.6,351.5,《2.7,《0.77%,4,351.5,13,352.5,353,355.5,347.5
2007/7/2,MSF,200708,-,-,-,-,-,-,-,355.4,0,-,-,-,-
2007/7/2,MSF,200709,-,-,-,-,-,-,-,344.2,0,-,-,-,-
2007/7/2,MSF,200712,-,-,-,-,-,-,-,346.9,0,-,-,-,-
2007/7/2,MSF,200803,-,-,-,-,-,-,-,346.2,0,-,-,-,-
2007/7/2,GDF,200708,657.4,657.4,657.4,657.4,《5.8,《0.89%,1,654.1,12,652.2,656,694.6,616.2
2007/7/2,GDF,200710,-,-,-,-,-,-,-,657.2,1,-,-,-,-
2007/7/2,GDF,200712,-,-,-,-,-,-,-,668.1,0,-,-,-,-
2007/7/2,GDF,200802,-,-,-,-,-,-,-,672.2,0,-,-,-,-
2007/7/2,GDF,200804,-,-,-,-,-,-,-,677.4,0,-,-,-,-
2007/7/2,GDF,200806,-,-,-,-,-,-,-,688.5,0,-,-,-,-
2007/7/2,GBF,200709,104.8,104.8,104.8,104.8,《0.65,《0.62%,5,103.95,143,103.1,104.8,108.2,102
2007/7/2,GBF,200712,104.7,104.8,104.7,104.8,《0.1,《0.10%,20,104.8,39,101.8,104.8,108.19,103.8
2007/7/2,GBF,200803,-,-,-,-,-,-,-,104.3,0,-,-,-,-
2007/7/2,CPF,200707,-,-,-,-,-,-,-,98.085,0,-,-,-,-
2007/7/2,CPF,200708,-,-,-,-,-,-,-,97.54,0,-,-,-,-
2007/7/2,CPF,200709,-,-,-,-,-,-,-,97.695,0,-,-,-,-
2007/7/2,CPF,200710,-,-,-,-,-,-,-,98.35,0,-,-,-,-
2007/7/2,CPF,200711,-,-,-,-,-,-,-,98.47,0,-,-,-,-
2007/7/2,CPF,200712,-,-,-,-,-,-,-,97.98,0,-,-,-,-
2007/7/2,CPF,200801,-,-,-,-,-,-,-,97.435,0,-,-,-,-
2007/7/2,CPF,200802,-,-,-,-,-,-,-,97.49,0,-,-,-,-
2007/7/2,CPF,200803,-,-,-,-,-,-,-,98.36,0,-,-,-,-
2007/7/2,CPF,200804,-,-,-,-,-,-,-,98.105,0,-,-,-,-
2007/7/2,CPF,200805,-,-,-,-,-,-,-,97.89,0,-,-,-,-
2007/7/2,CPF,200806,-,-,-,-,-,-,-,96.42,0,-,-,-,-
2007/7/3,TX ,200707,8941,8994,8940,8972,《77,《0.87%,40061,8972,55778,8972,8973,8994,7909
2007/7/3,TX ,200708,8910,8925,8882,8911,《71,《0.80%,1592,8911,3709,8911,8914,8925,8610
2007/7/3,TX ,200709,8808,8895,8808,8878,《78,《0.89%,283,8878,3911,8875,8878,8895,6808
2007/7/3,TX ,200712,8880,8914,8880,8909,《89,《1.01%,39,8915,755,8910,8920,8914,7150
2007/7/3,TX ,200803,8880,8923,8880,8910,《97,《1.10%,13,8910,101,8910,8920,8949,7654
